source_id,recipient_id,mouse,treat,dist_um,log_depth,program_a,program_b
S000,S000_R000,M1,0,134.25244172524071,6.304966193149012,-0.948122339691279,-0.948122339691279
S000,S000_R001,M1,0,55.92401403764287,6.655668838040007,-0.6098717835780754,-0.6098717835780754
S000,S000_R002,M1,0,159.85831552733927,6.912136503405417,-0.12999915437168003,-0.12999915437168003
S000,S000_R003,M1,0,124.34045829645683,7.008283920512844,-1.1731727483214978,-1.1731727483214978
S000,S000_R004,M1,0,156.95311079986263,6.789393922488316,-0.28098850312466483,-0.28098850312466483
S000,S000_R005,M1,0,207.0236222420459,6.38327555432928,-0.15692525236619753,-0.15692525236619753
S000,S000_R006,M1,0,225.0309597356657,6.40224482588332,-0.3785503381239714,-0.3785503381239714
S000,S000_R007,M1,0,186.436527338907,7.041311503975619,-0.8248493147514102,-0.8248493147514102
S000,S000_R008,M1,0,214.5082260248426,6.733494339489202,0.5204046453121997,0.5204046453121997
S000,S000_R009,M1,0,113.36771605852938,6.594355713898112,1.0710099779266482,1.0710099779266482
S000,S000_R010,M1,0,73.03171647795149,6.224250506347848,-0.20840274388568825,-0.20840274388568825
S000,S000_R011,M1,0,149.23625008469418,6.544886666125582,-0.35578839815209995,-0.35578839815209995
S000,S000_R012,M1,0,205.9629899962785,6.713240004973896,-0.7089418331787626,-0.7089418331787626
S000,S000_R013,M1,0,40.78184140116273,6.46594514261421,-0.8656370940362437,-0.8656370940362437
S000,S000_R014,M1,0,140.33047590577291,6.903211671953106,-1.0051651667756194,-1.0051651667756194
S000,S000_R015,M1,0,9.291279471818607,6.690689107658537,-0.22211810076010496,-0.22211810076010496
S000,S000_R016,M1,0,133.43579229654344,6.807458373380966,-1.4502729866625153,-1.4502729866625153
S000,S000_R017,M1,0,187.11054262980832,6.652308215457101,-0.410990588681747,-0.410990588681747
S000,S000_R018,M1,0,141.27330672066552,6.236442711702831,0.935284251931327,0.935284251931327
S000,S000_R019,M1,0,87.40478553676098,7.027216296513061,0.35717363376217304,0.35717363376217304
S000,S000_R020,M1,0,116.75496615114275,7.234641007193034,-1.0443888401644519,-1.0443888401644519
S000,S000_R021,M1,0,156.41588943606806,6.645246867358626,-0.3849250820662185,-0.3849250820662185
S000,S000_R022,M1,0,224.69248011734436,7.26689533724946,-0.9000335001464612,-0.9000335001464612
S000,S000_R023,M1,0,231.2302896396584,6.702584461687399,0.20616506441907811,0.20616506441907811
S000,S000_R024,M1,0,174.22611043228403,6.579091688860512,-0.9478420286496481,-0.9478420286496481
S000,S000_R025,M1,0,60.51695098554781,7.486727141298932,-0.9367013636224799,-0.9367013636224799
S000,S000_R026,M1,0,74.22905155594357,6.024036661731802,-1.0757827879826345,-1.0757827879826345
S000,S000_R027,M1,0,90.11106633066116,7.100346581068585,-0.704253033264123,-0.704253033264123
S000,S000_R028,M1,0,196.05179936335057,6.991158285263107,-0.5136473597699212,-0.5136473597699212
S000,S000_R029,M1,0,145.20221443326483,6.68869333920522,-0.6516250296319894,-0.6516250296319894
S000,S000_R030,M1,0,226.35363648535227,7.179634599668936,-0.7344048399566838,-0.7344048399566838
S000,S000_R031,M1,0,121.15332599225175,6.596419804704603,-0.39431950655126863,-0.39431950655126863
S000,S000_R032,M1,0,14.86016558657238,6.4666498181386185,-1.4639470994756545,-1.4639470994756545
S000,S000_R033,M1,0,142.9461006231003,6.789894957821208,-0.6508187964230554,-0.6508187964230554
S000,S000_R034,M1,0,118.00062494777174,6.187998588195751,0.6595342066008715,0.6595342066008715
S000,S000_R035,M1,0,183.9003607155985,6.566598080171812,0.2555139941306588,0.2555139941306588
S000,S000_R036,M1,0,152.16843941201645,6.841542120808736,-0.9462979175985703,-0.9462979175985703
S000,S000_R037,M1,0,154.76812667005865,7.5510475271700805,-1.292657025834913,-1.292657025834913
S000,S000_R038,M1,0,248.661880390262,6.739959987079161,-0.40422239097666524,-0.40422239097666524
S000,S000_R039,M1,0,92.60979429782499,6.689076182808113,-0.40781505336553703,-0.40781505336553703
S000,S000_R040,M1,0,2.7894895968690188,6.802248044737896,-0.8272807543330449,-0.8272807543330449
S000,S000_R041,M1,0,117.71856999708001,7.009555555476472,-1.0799001912665855,-1.0799001912665855
S000,S000_R042,M1,0,246.11222299298547,6.721052477776456,-1.4093109505279895,-1.4093109505279895
S000,S000_R043,M1,0,190.88368772111195,6.9002409239361775,-0.46326714426252225,-0.46326714426252225
S000,S000_R044,M1,0,58.4259294739973,7.417238787586799,-1.174924173519845,-1.174924173519845
S000,S000_R045,M1,0,156.39348127782344,6.820016669719823,-0.33300229815621263,-0.33300229815621263
S000,S000_R046,M1,0,193.8051790118952,7.0141967478626075,-0.11518073180110439,-0.11518073180110439
S000,S000_R047,M1,0,237.93393874311644,6.3129992754093225,0.14303434805587323,0.14303434805587323
S000,S000_R048,M1,0,138.15601748165105,6.694659059741044,0.056284184731140385,0.056284184731140385
S000,S000_R049,M1,0,84.75427233233793,6.8209225504318605,-0.3452897479584634,-0.3452897479584634
S000,S000_R050,M1,0,171.2183264569671,7.521548666622071,0.045786176107630694,0.045786176107630694
S000,S000_R051,M1,0,221.68369258882063,7.482100943470676,-1.5647323088722866,-1.5647323088722866
S000,S000_R052,M1,0,52.94249029908484,6.861841190042157,-0.6503573600115053,-0.6503573600115053
S000,S000_R053,M1,0,187.98521118671545,6.630637261446944,-1.083650634963824,-1.083650634963824
S000,S000_R054,M1,0,13.822516386317442,6.561104354219001,-1.6556569682630595,-1.6556569682630595
S000,S000_R055,M1,0,178.7400858022101,6.7828549781881255,-0.4828607292991376,-0.4828607292991376
S000,S000_R056,M1,0,5.005417577583246,6.786564920502199,-0.9217604365859582,-0.9217604365859582
S000,S000_R057,M1,0,115.07098049749558,7.299455537409297,0.0864473189127637,0.0864473189127637
S000,S000_R058,M1,0,64.96705876496202,6.824326473972981,-1.0653627753154915,-1.0653627753154915
S000,S000_R059,M1,0,154.54328830680973,6.696405513294234,-0.6110752932987167,-0.6110752932987167
S000,S000_R060,M1,0,136.65031654002755,7.134886358802362,-1.4916837993686785,-1.4916837993686785
S000,S000_R061,M1,0,9.334976716618591,5.961429756027259,-1.8859179520467673,-1.8859179520467673
S000,S000_R062,M1,0,95.96718914131222,6.840437932704965,-1.2471720527667958,-1.2471720527667958
S000,S000_R063,M1,0,140.01041642411312,6.599909036615465,-0.5244101959347317,-0.5244101959347317
S000,S000_R064,M1,0,114.84326735552149,6.458816071598059,-0.3469943342333597,-0.3469943342333597
S000,S000_R065,M1,0,128.46764313737575,7.206698147573172,-0.32171857781542257,-0.32171857781542257
S000,S000_R066,M1,0,150.43879862561124,7.556687462604618,-0.6488068829208026,-0.6488068829208026
S000,S000_R067,M1,0,116.70125686197918,7.0241962893747845,-1.018982265419895,-1.018982265419895
S000,S000_R068,M1,0,78.9346870729101,6.8746981881769,-0.01858114722273252,-0.01858114722273252
S000,S000_R069,M1,0,159.79487178623015,7.382321643791137,-1.14927419175365,-1.14927419175365
S000,S000_R070,M1,0,37.785988895786424,6.316390088581644,-1.207694288875968,-1.207694288875968
S000,S000_R071,M1,0,18.402116190289913,6.706615314259491,-1.208958724866906,-1.208958724866906
S000,S000_R072,M1,0,238.82377056980937,6.819250924908608,-0.7045424729520583,-0.7045424729520583
S000,S000_R073,M1,0,183.1019746555525,6.780684038017424,0.05832101055425598,0.05832101055425598
S000,S000_R074,M1,0,84.70894256235907,6.324592179164126,-0.47396104252459403,-0.47396104252459403
S000,S000_R075,M1,0,5.646036693719345,6.871871336733322,-0.7237994247366173,-0.7237994247366173
S000,S000_R076,M1,0,180.18918684479445,7.365378252238419,0.26947148696530343,0.26947148696530343
S000,S000_R077,M1,0,157.42225871399663,7.120123647959758,-0.8339272692056114,-0.8339272692056114
S000,S000_R078,M1,0,41.22921880734902,7.118286503449246,-1.4320476087861747,-1.4320476087861747
S000,S000_R079,M1,0,123.24042145347639,7.387985335421008,-0.14453919743445937,-0.14453919743445937
S000,S000_R080,M1,0,240.54627338387652,6.718261252591967,-0.8487430109498332,-0.8487430109498332
S000,S000_R081,M1,0,118.83421304828822,6.300896189411607,-1.3061955669361722,-1.3061955669361722
S000,S000_R082,M1,0,236.71680990877778,6.801488752264042,-0.051581939935787746,-0.051581939935787746
S000,S000_R083,M1,0,201.75280664697382,6.507132287487394,-0.7654363698762782,-0.7654363698762782
S000,S000_R084,M1,0,65.06526795513767,7.080349971917252,-0.6338104870729395,-0.6338104870729395
S000,S000_R085,M1,0,105.78627542604976,6.744245609648967,-0.015630465123599446,-0.015630465123599446
S000,S000_R086,M1,0,218.22672040407878,6.90173591630255,-1.5961971818443725,-1.5961971818443725
S000,S000_R087,M1,0,225.0416802252412,6.252947089954053,-1.0640083447703617,-1.0640083447703617
S000,S000_R088,M1,0,17.986434442524295,7.0971279265928,0.20501059234224295,0.20501059234224295
S000,S000_R089,M1,0,146.48849003971998,6.208889171861229,-0.14466552930330834,-0.14466552930330834
S000,S000_R090,M1,0,145.86061804988609,6.940617670560513,-0.6473583270673962,-0.6473583270673962
S000,S000_R091,M1,0,82.92446208562649,6.4419839494622675,-0.4055696856857022,-0.4055696856857022
S001,S001_R000,M2,0,168.71941130699744,6.783694330108175,0.5563444183614302,0.5563444183614302
S001,S001_R001,M2,0,246.57400520915706,6.659352079252541,1.6611490613317959,1.6611490613317959
S001,S001_R002,M2,0,154.15446438165955,7.201173136658479,1.454898897897718,1.454898897897718
S001,S001_R003,M2,0,99.92230977764099,7.146062089062914,0.5649082785198017,0.5649082785198017
S001,S001_R004,M2,0,152.12675594961067,7.251667327321535,2.010082780500916,2.010082780500916
S001,S001_R005,M2,0,133.93407268497907,6.988912389681039,2.1174801521469995,2.1174801521469995
S001,S001_R006,M2,0,54.339120351964645,6.411698957903834,1.8032190528361636,1.8032190528361636
S001,S001_R007,M2,0,102.4732735726471,5.819807636542038,1.024196576384061,1.024196576384061
S001,S001_R008,M2,0,52.613592978950614,6.88703295004625,0.5875192055465972,0.5875192055465972
S001,S001_R009,M2,0,83.49678169756498,6.904356915958451,0.8746795384642316,0.8746795384642316
S001,S001_R010,M2,0,141.82183767187388,6.809562143363317,1.9116837068543435,1.9116837068543435
